manufacturer,model,aircraft_type,description,engine_count,engine_type,aircraft_category,engine_manufacturer,engine_model,body_type,max_seats,engine_source,max_seats_source,contributor,
Airbus Defence and Space,CN235-300MPA,CN35,L2T,2,Turboprop/Turboshaft,LandPlane,General Electric,CT7-9C,Regional,51,https://en.wikipedia.org/wiki/CASA/IPTN_CN-235,https://en.wikipedia.org/wiki/CASA/IPTN_CN-235,Bhavye,
Lockheed,CP-140 Aurora,P3,L4T,4,Turboprop/Turboshaft,LandPlane,Allison,T56,Regional,15,https://en.wikipedia.org/wiki/Lockheed_CP-140_Aurora#Specifications_(CP-140),https://en.wikipedia.org/wiki/Lockheed_CP-140_Aurora#Specifications_(CP-140),Ananya,
Bombardier,CRJ-100,CRJ1,L2J,2,Jet,LandPlane,General Electric,CF34-3A1,Regional,50,https://en.wikipedia.org/wiki/Bombardier_CRJ100/200#Specifications,https://en.wikipedia.org/wiki/Bombardier_CRJ100/200#Specifications,Ananya,
Bombardier,CRJ-1000,CRJX,L2J,2,Jet,LandPlane,General Electric,CF34-85A2,Regional,104,https://www.aerospace-technology.com/projects/bombardier_crj1000/,https://www.aerospace-technology.com/projects/bombardier_crj1000/,Ananya,
Bombardier,CRJ-1000 NG,CRJX,L2J,2,Jet,LandPlane,General Electric,CF34-85A2,Regional,104,https://www.aerospace-technology.com/projects/bombardier_crj1000/,https://www.aerospace-technology.com/projects/bombardier_crj1000/,Ananya,
Bombardier,CRJ-1000EL NG,CRJX,L2J,2,Jet,LandPlane,General Electric,CF34-85A2,Regional,104,https://www.aerospace-technology.com/projects/bombardier_crj1000/,https://www.aerospace-technology.com/projects/bombardier_crj1000/,Ananya,
Bombardier,CRJ-100ER,CRJ1,L2J,2,Jet,LandPlane,General Electric,CF34-3A1,Regional,15,https://en.wikipedia.org/wiki/Bombardier_CRJ100/200#Specifications,https://en.wikipedia.org/wiki/Bombardier_CRJ100/200#Specifications,Ananya,
Bombardier,CRJ-100LR,CRJ1,L2J,2,Jet,LandPlane,General Electric,CF34-3A1,Regional,15,https://en.wikipedia.org/wiki/Bombardier_CRJ100/200#Specifications,https://en.wikipedia.org/wiki/Bombardier_CRJ100/200#Specifications,Ananya,
Bombardier,CRJ-100SE,CRJ1,L2J,2,Jet,LandPlane,General Electric,CF34-3A1,Regional,15,https://en.wikipedia.org/wiki/Bombardier_CRJ100/200#Specifications,https://en.wikipedia.org/wiki/Bombardier_CRJ100/200#Specifications,Ananya,
Bombardier,CRJ-200,CRJ2,L2J,2,Jet,LandPlane,General Electric,CF34-3B1,Regional,15,https://en.wikipedia.org/wiki/Bombardier_CRJ100/200#Specifications,https://en.wikipedia.org/wiki/Bombardier_CRJ100/200#Specifications,Ananya,
Bombardier,CRJ-200BER,CRJ2,L2J,2,Jet,LandPlane,General Electric,CF34-3B1,Regional,15,https://en.wikipedia.org/wiki/Bombardier_CRJ100/200#Specifications,https://en.wikipedia.org/wiki/Bombardier_CRJ100/200#Specifications,Ananya,
Bombardier,CRJ-200BLR,CRJ2,L2J,2,Jet,LandPlane,General Electric,CF34-3B1,Regional,15,https://en.wikipedia.org/wiki/Bombardier_CRJ100/200#Specifications,https://en.wikipedia.org/wiki/Bombardier_CRJ100/200#Specifications,Ananya,
Bombardier,CRJ-200ER,CRJ2,L2J,2,Jet,LandPlane,General Electric,CF34-3B1,Regional,15,https://en.wikipedia.org/wiki/Bombardier_CRJ100/200#Specifications,https://en.wikipedia.org/wiki/Bombardier_CRJ100/200#Specifications,Ananya,
Bombardier,CRJ-200LR,CRJ2,L2J,2,Jet,LandPlane,General Electric,CF34-3B1,Regional,15,https://en.wikipedia.org/wiki/Bombardier_CRJ100/200#Specifications,https://en.wikipedia.org/wiki/Bombardier_CRJ100/200#Specifications,Ananya,
Bombardier,CRJ-200PF,CRJ2,L2J,2,Jet,LandPlane,General Electric,CF34-3B1,Freighter,15,https://en.wikipedia.org/wiki/Bombardier_CRJ100/200#Specifications,https://en.wikipedia.org/wiki/Bombardier_CRJ100/200#Specifications,Ananya,
Bombardier,CRJ-550,CRJ7,L2J,2,Jet,LandPlane,General Electric,CF34-8C5B1,Regional,10,https://en.wikipedia.org/wiki/Bombardier_CRJ#Specifications,"https://www.seatguru.com/airlines/United_Airlines/United_Airlines_UA_Bombardier_CRJ-550_A.php#:~:text=The%20United%20Airlines%20Bombardier%20CRJ,20%20standard%20Economy%20Class%20seats.",Ananya,
Bombardier,CRJ-700,CRJ7,L2J,2,Jet,LandPlane,General Electric,CF34-8C5B1,Regional,78,https://en.wikipedia.org/wiki/Bombardier_CRJ#Specifications,https://en.wikipedia.org/wiki/Bombardier_CRJ#Specifications,Ananya,
Bombardier,CRJ-700SF,CRJ7,L2J,2,Jet,LandPlane,General Electric,CF34-8C5B1,Regional,78,https://en.wikipedia.org/wiki/Bombardier_CRJ#Specifications,https://en.wikipedia.org/wiki/Bombardier_CRJ#Specifications,Ananya,
Bombardier,CRJ-701ER,CRJ7,L2J,2,Jet,LandPlane,General Electric,CF34-8C5B1,Regional,78,https://en.wikipedia.org/wiki/Bombardier_CRJ#Specifications,https://en.wikipedia.org/wiki/Bombardier_CRJ#Specifications,Ananya,
Bombardier,CRJ-702,CRJ7,L2J,2,Jet,LandPlane,General Electric,CF34-8C5,Regional,78,https://en.wikipedia.org/wiki/Bombardier_CRJ#Specifications,https://en.wikipedia.org/wiki/Bombardier_CRJ#Specifications,Ananya,
Bombardier,CRJ-702 NG,CRJ7,L2J,2,Jet,LandPlane,General Electric,CF34-8C5,Regional,78,https://en.wikipedia.org/wiki/Bombardier_CRJ#Specifications,https://en.wikipedia.org/wiki/Bombardier_CRJ#Specifications,Ananya,
Bombardier,CRJ-702ER,CRJ7,L2J,2,Jet,LandPlane,General Electric,CF34-8C5,Regional,78,https://en.wikipedia.org/wiki/Bombardier_CRJ#Specifications,https://en.wikipedia.org/wiki/Bombardier_CRJ#Specifications,Ananya,
Bombardier,CRJ-702ER NG,CRJ7,L2J,2,Jet,LandPlane,General Electric,CF34-8C5,Regional,78,https://en.wikipedia.org/wiki/Bombardier_CRJ#Specifications,https://en.wikipedia.org/wiki/Bombardier_CRJ#Specifications,Ananya,
Bombardier,CRJ-900,CRJ9,L2J,2,Jet,LandPlane,General Electric,CF34-8C5,Regional,90,https://en.wikipedia.org/wiki/Bombardier_CRJ#Specifications,https://en.wikipedia.org/wiki/Bombardier_CRJ#Specifications,Ananya,
Bombardier,CRJ-900ER,CRJ9,L2J,2,Jet,LandPlane,General Electric,CF34-8C1,Regional,90,https://en.wikipedia.org/wiki/Bombardier_CRJ700_series,https://en.wikipedia.org/wiki/Bombardier_CRJ700_series,Aarav,
Bombardier,CRJ-900ER NG,CRJ9,L2J,2,Jet,LandPlane,General Electric,GE- CF34-8C5,Regional,90,https://en.wikipedia.org/wiki/Bombardier_CRJ700_series,https://en.wikipedia.org/wiki/Bombardier_CRJ700_series,Rayna,
Bombardier,CRJ-900LR,CRJ9,L2J,2,Jet,LandPlane,General Electric,GE- CF34-8C5,Regional,90,https://en.wikipedia.org/wiki/Bombardier_CRJ700_series,https://en.wikipedia.org/wiki/Bombardier_CRJ700_series,Rayna,
Bombardier,CRJ-900LR NG,CRJ9,L2J,2,Jet,LandPlane,General Electric,GE- CF34-8C5,Regional,90,https://en.wikipedia.org/wiki/Bombardier_CRJ700_series,https://en.wikipedia.org/wiki/Bombardier_CRJ700_series,Rayna,
De Havilland Canada,CS2-2F Tracker,S2P,L2P,2,Piston,LandPlane,Wright,R-1820-82WA,Military,4,https://en.wikipedia.org/wiki/Grumman_S-2_Tracker,https://en.wikipedia.org/wiki/Grumman_S-2_Tracker,Rayna,
De Havilland Canada,CS2F-2 Tracker,S2P,L2P,2,Piston,LandPlane,Wright,R-1820-82WA,Military,4,https://en.wikipedia.org/wiki/Grumman_S-2_Tracker,https://en.wikipedia.org/wiki/Grumman_S-2_Tracker,Rayna,
De Havilland Canada,CSR-123 Otter,DHC3,L1P,1,Piston,LandPlane,Pratt & Whitney,R-1340-S1H1-G,Utility,11,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-3_Otter,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-3_Otter,Rayna,
Canadair,CT-133 Silver Star,T33,L1J,1,Jet,LandPlane,Rolls Royce,Nene 10,Military,2,https://en.wikipedia.org/wiki/Canadair_CT-133_Silver_Star,https://en.wikipedia.org/wiki/Canadair_CT-133_Silver_Star,Rayna,
Canadair,CT-133 Silver Star III,T33,L1J,1,Jet,LandPlane,Rolls Royce,Nene 10,Military,2,https://en.wikipedia.org/wiki/Canadair_CT-133_Silver_Star,https://en.wikipedia.org/wiki/Canadair_CT-133_Silver_Star,Rayna,
Bell/Boeing,CV-22B Osprey,V22,T2T,2,Turboprop/Turboshaft,Tiltrotor,Rolls Royce,T406-AD-400,Helicopter,24,https://en.wikipedia.org/wiki/Bell_Boeing_V-22_Osprey,https://en.wikipedia.org/wiki/Bell_Boeing_V-22_Osprey,Rayna,
Boeing,CV2,ZZZZ,L12E,12,Electric,LandPlane,NA,NA,,,,,Bhavye,
IMCO,Callair A-9A,A9,L1P,1,Piston,LandPlane,Lycoming,IO-540-K1A-5,Regional,1,https://en.wikipedia.org/wiki/CallAir_A-9,https://en.wikipedia.org/wiki/CallAir_A-9,Rayna,
English Electric,Canberra B(I).8,CNBR,L2J,2,Jet,LandPlane,Rolls Royce,R.A.7 Avon.Mk.109,Military,3,https://en.wikipedia.org/wiki/English_Electric_Canberra,https://en.wikipedia.org/wiki/English_Electric_Canberra,Rayna,
English Electric,Canberra B.20,CNBR,L2J,2,Jet,LandPlane,Rolls Royce,R.A.7 Avon.Mk.109,Military,3,https://en.wikipedia.org/wiki/English_Electric_Canberra,https://en.wikipedia.org/wiki/English_Electric_Canberra,Rayna,
English Electric,Canberra B.6,CNBR,L2J,2,Jet,LandPlane,Rolls Royce,R.A.7 Avon.Mk.109,Military,3,https://en.wikipedia.org/wiki/English_Electric_Canberra,https://en.wikipedia.org/wiki/English_Electric_Canberra,Rayna,
English Electric,Canberra PR.9,CNBR,L2J,2,Jet,LandPlane,Rolls Royce,R.A.7 Avon.Mk.109,Military,3,https://en.wikipedia.org/wiki/English_Electric_Canberra,https://en.wikipedia.org/wiki/English_Electric_Canberra,Rayna,
Bombardier,Challenger 300,CL30,L2J,2,Jet,LandPlane,Honeywell,HTF7000,Regional,9,https://en.wikipedia.org/wiki/Bombardier_Challenger_300,https://en.wikipedia.org/wiki/Bombardier_Challenger_300,Abiya,
Bombardier,Challenger 350,CL35,L2J,2,Jet,LandPlane,Honeywell,HTF7350,Regional,9,https://en.wikipedia.org/wiki/Bombardier_Challenger_300,https://en.wikipedia.org/wiki/Bombardier_Challenger_300,Abiya,
Bombardier,Challenger 600,CL60,L2J,2,Jet,LandPlane,Lycoming,ALF 502,Regional,30,https://en.wikipedia.org/wiki/Bombardier_Challenger_600_series,https://en.wikipedia.org/wiki/Bombardier_Challenger_600_series,Abiya,
Bombardier,Challenger 600S,CL60,L2J,2,Jet,LandPlane,Lycoming,ALF 502,Regional,30,https://en.wikipedia.org/wiki/Bombardier_Challenger_600_series,https://en.wikipedia.org/wiki/Bombardier_Challenger_600_series,Abiya,
Bombardier,Challenger 601,CL60,L2J,2,Jet,LandPlane,General Electric,CF34-1A,Regional,30,https://en.wikipedia.org/wiki/Bombardier_Challenger_600_series,https://en.wikipedia.org/wiki/Bombardier_Challenger_600_series,Abiya,
Bombardier,Challenger 601 3R,CL60,L2J,2,Jet,LandPlane,General Electric,CF34-3A1,Regional,30,https://en.wikipedia.org/wiki/Bombardier_Challenger_600_series,https://en.wikipedia.org/wiki/Bombardier_Challenger_600_series,Abiya,
Bombardier,Challenger 601-1A,CL60,L2J,2,Jet,LandPlane,General Electric,CF34-1A,Regional,30,https://en.wikipedia.org/wiki/Bombardier_Challenger_600_series,https://en.wikipedia.org/wiki/Bombardier_Challenger_600_series,Abiya,
Bombardier,Challenger 601-3A,CL60,L2J,2,Jet,LandPlane,General Electric,CF34-3A,Regional,30,https://en.wikipedia.org/wiki/Bombardier_Challenger_600_series,https://en.wikipedia.org/wiki/Bombardier_Challenger_600_series,Abiya,
Bombardier,Challenger 601-3R,CL60,L2J,2,Jet,LandPlane,General Electric,CF34-3A1,Regional,30,https://en.wikipedia.org/wiki/Bombardier_Challenger_600_series,https://en.wikipedia.org/wiki/Bombardier_Challenger_600_series,Abiya,
Bombardier,Challenger 604,CL60,L2J,2,Jet,LandPlane,General Electric,CF34-3B,Regional,30,https://en.wikipedia.org/wiki/Bombardier_Challenger_600_series,https://en.wikipedia.org/wiki/Bombardier_Challenger_600_series,Abiya,
Bombardier,Challenger 605,CL60,L2J,2,Jet,LandPlane,General Electric,CF34-3B,Regional,30,https://en.wikipedia.org/wiki/Bombardier_Challenger_600_series,https://en.wikipedia.org/wiki/Bombardier_Challenger_600_series,Abiya,
Bombardier,Challenger 650,CL60,L2J,2,Jet,LandPlane,General Electric,CF34-3B,Regional,30,https://en.wikipedia.org/wiki/Bombardier_Challenger_600_series,https://en.wikipedia.org/wiki/Bombardier_Challenger_600_series,Abiya,
Bombardier,Challenger 850,CRJ2,L2J,2,Jet,LandPlane,General Electric,CF34-3B1,Regional,16,https://en.wikipedia.org/wiki/Bombardier_Challenger_600_series,https://en.wikipedia.org/wiki/Bombardier_Challenger_600_series,Abiya,
Bombardier,Challenger 870,CRJ7,L2J,2,Jet,LandPlane,General Electric,CF34-3B1,Regional,16,https://en.wikipedia.org/wiki/Bombardier_Challenger_600_series,https://en.wikipedia.org/wiki/Bombardier_Challenger_600_series,Abiya,
Boeing,Chinook HC.2,H47,H2T,2,Turboprop/Turboshaft,Helicopter,Honeywell,T55-GA-712,Helicopter,55,https://en.wikipedia.org/wiki/Boeing_Chinook_(UK_variants),https://en.wikipedia.org/wiki/Boeing_Chinook_(UK_variants),Rayna,
Boeing,Chinook HC.4,H47,H2T,2,Turboprop/Turboshaft,Helicopter,Honeywell,T55-GA-712,Helicopter,55,https://en.wikipedia.org/wiki/Boeing_Chinook_(UK_variants,https://en.wikipedia.org/wiki/Boeing_Chinook_(UK_variants,Rayna,
Boeing,Chinook HC.5,H47,H2T,2,Turboprop/Turboshaft,Helicopter,Honeywell,T55-GA-712,Helicopter,55,https://en.wikipedia.org/wiki/Boeing_Chinook_(UK_variants),https://en.wikipedia.org/wiki/Boeing_Chinook_(UK_variants),Rayna,
Boeing,Chinook HC.6,H47,H2T,2,Turboprop/Turboshaft,Helicopter,Honeywell,T55-GA-712,Helicopter,55,https://en.wikipedia.org/wiki/Boeing_Chinook_(UK_variants),https://en.wikipedia.org/wiki/Boeing_Chinook_(UK_variants),Rayna,
Boeing,Chinook HC.6A,H47,H2T,2,Turboprop/Turboshaft,Helicopter,Honeywell,T55-GA-712,Helicopter,55,https://en.wikipedia.org/wiki/Boeing_Chinook_(UK_variants),https://en.wikipedia.org/wiki/Boeing_Chinook_(UK_variants),Rayna,
Rockwell,Commander 112,AC11,L1P,1,Piston,LandPlane,Lycoming,IO-540-T4B5,Private,4,https://en.wikipedia.org/wiki/Rockwell_Commander_112,https://en.wikipedia.org/wiki/Rockwell_Commander_112,Rayna,
Rockwell,Commander 112A,AC11,L1P,1,Piston,LandPlane,Lycoming,IO-540-T4B5,Private,4,https://en.wikipedia.org/wiki/Rockwell_Commander_112,https://en.wikipedia.org/wiki/Rockwell_Commander_112,Abiya,
Rockwell,Commander 112B,AC11,L1P,1,Piston,LandPlane,Lycoming,IO-540-T4B5,Private,4,https://en.wikipedia.org/wiki/Rockwell_Commander_112,https://en.wikipedia.org/wiki/Rockwell_Commander_112,Abiya,
Rockwell,Commander 112TC,AC11,L1P,1,Piston,LandPlane,Lycoming,O-360,Private,4,https://en.wikipedia.org/wiki/Rockwell_Commander_112,https://en.wikipedia.org/wiki/Rockwell_Commander_112,Abiya,
Rockwell,Commander 112TC-A,AC11,L1P,1,Piston,LandPlane,Lycoming,O-360,Private,4,https://en.wikipedia.org/wiki/Rockwell_Commander_112,https://en.wikipedia.org/wiki/Rockwell_Commander_112,Abiya,
Rockwell,Commander 114,AC11,L1P,1,Piston,LandPlane,Lycoming,IO-540,Private,4,https://en.wikipedia.org/wiki/Rockwell_Commander_112,https://en.wikipedia.org/wiki/Rockwell_Commander_112,Abiya,
Rockwell,Commander 114A,AC11,L1P,1,Piston,LandPlane,Lycoming,IO-540,Private,4,https://en.wikipedia.org/wiki/Rockwell_Commander_112,https://en.wikipedia.org/wiki/Rockwell_Commander_112,Abiya,
Rockwell,Commander 114B,AC11,L1P,1,Piston,LandPlane,Lycoming,IO-540,Private,4,https://en.wikipedia.org/wiki/Rockwell_Commander_112,https://en.wikipedia.org/wiki/Rockwell_Commander_112,Abiya,
Rockwell,Commander 114TC,AC11,L1P,1,Piston,LandPlane,Lycoming,IO-540,Private,4,https://en.wikipedia.org/wiki/Rockwell_Commander_112,https://en.wikipedia.org/wiki/Rockwell_Commander_112,Abiya,
Cessna,Crane I,T50,L2P,2,Piston,LandPlane,Jacobs,R-755-9,Private,4,https://en.wikipedia.org/wiki/Cessna_AT-17_Bobcat,https://en.wikipedia.org/wiki/Cessna_AT-17_Bobcat,Rayna,
Aces High,Cuby II,CUB2,L1P,1,Piston,LandPlane,Rotax,503,Private,2,https://en.wikipedia.org/wiki/Aces_High_Cuby,https://en.wikipedia.org/wiki/Aces_High_Cuby,Rayna,
Beechcraft,D-45 Mentor,T34P,L1P,1,Piston,LandPlane,Continental,�0-470,Military,2,https://www.ewarbirds.org/aircraft/t34b.shtml,https://www.ewarbirds.org/aircraft/t34b.shtml,Arhaan,
Jodel,D.11,D11,L1P,1,Piston,LandPlane,Continental,C90-14F,Private,2,https://en.wikipedia.org/wiki/Jodel_D.11,https://assets.publishing.service.gov.uk/media/5422f89e40f0b6134600074f/Jodel_D11__G-AWMD__12-87.pdf,Rayna/Dhyey,
Jodel,D.112,D11,L1P,1,Piston,LandPlane,Continental,A65-8F,Private,1,https://assets.publishing.service.gov.uk/media/54230058ed915d1371000a95/Jodel_D112_G-BHHX_10-12.pdf,https://assets.publishing.service.gov.uk/media/54230058ed915d1371000a95/Jodel_D112_G-BHHX_10-12.pdf,Dhyey,
Jodel,D.112A,D11,L1P,1,Piston,LandPlane,Continental,A65-8F,Private,1,https://assets.publishing.service.gov.uk/media/54230058ed915d1371000a95/Jodel_D112_G-BHHX_10-12.pdf,https://assets.publishing.service.gov.uk/media/54230058ed915d1371000a95/Jodel_D112_G-BHHX_10-12.pdf,Dhyey,
Jodel,D.112D,D11,L1P,1,Piston,LandPlane,Continental,A65-8F,Private,1,https://assets.publishing.service.gov.uk/media/54230058ed915d1371000a95/Jodel_D112_G-BHHX_10-12.pdf,https://assets.publishing.service.gov.uk/media/54230058ed915d1371000a95/Jodel_D112_G-BHHX_10-12.pdf,Dhyey,
Jodel,D.112F,D11,L1P,1,Piston,LandPlane,Continental,A65-8F,Private,1,https://assets.publishing.service.gov.uk/media/54230058ed915d1371000a95/Jodel_D112_G-BHHX_10-12.pdf,https://assets.publishing.service.gov.uk/media/54230058ed915d1371000a95/Jodel_D112_G-BHHX_10-12.pdf,Dhyey,
Jodel,D.112M,D11,L1P,1,Piston,LandPlane,Continental,A65-8F,Private,1,https://assets.publishing.service.gov.uk/media/54230058ed915d1371000a95/Jodel_D112_G-BHHX_10-12.pdf,https://assets.publishing.service.gov.uk/media/54230058ed915d1371000a95/Jodel_D112_G-BHHX_10-12.pdf,Dhyey,
Jodel,D.113,D11,L1P,1,Piston,LandPlane,Continental,O-200-A,Private,2,https://en.wikipedia.org/wiki/Jodel_D.11,https://en.wikipedia.org/wiki/Jodel_D.11,Dhyey,
Jodel,D.117,D11,L1P,1,Piston,LandPlane,Continental,C90-14F,Private,1,https://en.wikipedia.org/wiki/Jodel_D.11,https://en.wikipedia.org/wiki/Jodel_D.11,Dhyey,
Jodel,D.117A,D11,L1P,1,Piston,LandPlane,Continental,C90-14F,Private,1,https://assets.publishing.service.gov.uk/media/593ffaeee5274a5e51000243/Jodel_D119_G-AXFN_07-17.pdf,https://assets.publishing.service.gov.uk/media/593ffaeee5274a5e51000243/Jodel_D119_G-AXFN_07-17.pdf,Dhyey,
Jodel,D.119,D11,L1P,1,Piston,LandPlane,Continental,C90-14F,Private,1,https://en.wikipedia.org/wiki/Jodel_D.11,https://en.wikipedia.org/wiki/Jodel_D.11,Dhyey,
Jodel,D.119 0S,D11,L1P,1,Piston,LandPlane,Continental,C90-14F,Private,1,https://registry.faa.gov/AircraftInquiry/Search/NNumberResult?nNumberTxt=2803Q,https://en.wikipedia.org/wiki/Jodel_D.11,Dhyey,
Jodel,D.119 3L,D11,L1P,1,Piston,LandPlane,Continental,C90-14F,Private,1,https://en.wikipedia.org/wiki/Jodel_D.11,https://en.wikipedia.org/wiki/Jodel_D.11,Dhyey,
Jodel,D.119A,D11,L1P,1,Piston,LandPlane,Continental,C90-14F,Private,1,https://en.wikipedia.org/wiki/Jodel_D.11,https://en.wikipedia.org/wiki/Jodel_D.11,Dhyey,
Jodel,D.119D,D11,L1P,1,Piston,LandPlane,Continental,C90-14F,Private,1,https://en.wikipedia.org/wiki/Jodel_D.11,https://en.wikipedia.org/wiki/Jodel_D.11,Dhyey,
Jodel,D.119DA,D11,L1P,1,Piston,LandPlane,Continental,C90-14F,Private,1,https://en.wikipedia.org/wiki/Jodel_D.11,https://en.wikipedia.org/wiki/Jodel_D.11,Dhyey,
Jodel,D.11A,D11,L1P,1,Piston,LandPlane,Continental,C90-14F,Private,2,https://assets.publishing.service.gov.uk/media/5422f89e40f0b6134600074f/Jodel_D11__G-AWMD__12-87.pdf,https://assets.publishing.service.gov.uk/media/5422f89e40f0b6134600074f/Jodel_D11__G-AWMD__12-87.pdf,Dhyey,
Wassmer,D.120 Paris-Nice,D11,L1P,1,Piston,LandPlane,Continental,C90-14F,Private,1,https://en.wikipedia.org/wiki/Jodel_D.11,https://en.wikipedia.org/wiki/Jodel_D.11,Dhyey,
Wassmer,D.120A Paris-Nice,D11,L1P,1,Piston,LandPlane,Continental,C90-14F,Private,1,https://en.wikipedia.org/wiki/Jodel_D.11,https://en.wikipedia.org/wiki/Jodel_D.11,Dhyey,
Wassmer,D.120R Paris-Nice,D11,L1P,1,Piston,LandPlane,Continental,C90-14F,Private,1,https://en.wikipedia.org/wiki/Jodel_D.11,https://en.wikipedia.org/wiki/Jodel_D.11,Dhyey,
Jodel,D.123,D11,L1P,1,Piston,LandPlane,Salmon,5Aq.01,Private,1,https://en.wikipedia.org/wiki/Jodel_D.11,https://en.wikipedia.org/wiki/Jodel_D.11,Dhyey,
Jodel,D.126,D11,L1P,1,Piston,LandPlane,Continental,C85,Private,1,https://en.wikipedia.org/wiki/Jodel_D.11,https://en.wikipedia.org/wiki/Jodel_D.11,Dhyey,
Jodel,D.127,D11,L1P,1,Piston,LandPlane,Continental,A65-8F,Private,1,https://en.wikipedia.org/wiki/Jodel_D.11,https://en.wikipedia.org/wiki/Jodel_D.11,Dhyey,
Jodel,D.128,D11,L1P,1,Piston,LandPlane,Continental,C90-14F,Private,1,https://en.wikipedia.org/wiki/Jodel_D.11,https://en.wikipedia.org/wiki/Jodel_D.11,Dhyey,
Beechcraft,D17S Staggerwing,BE17,L1P,1,Piston,LandPlane,Pratt & Whitney,R-985,Private,1,https://en.wikipedia.org/wiki/Beechcraft_Model_17_Staggerwing,https://en.wikipedia.org/wiki/Beechcraft_Model_17_Staggerwing,Rayna,
Beechcraft,D18S Expeditor,BE18,L2P,2,Piston,LandPlane,Pratt & Whitney,R-985,Military,8,https://www.bombercommandmuseum.ca/aircraft/beechcraft-18-expeditor/,https://en.wikipedia.org/wiki/Beechcraft_Model_18,Dhyey,
Beechcraft,D18S Twin Beech,BE18,L2P,2,Piston,LandPlane,Pratt & Whitney,R-986,Regional,8,https://airandspace.si.edu/collection-objects/beechcraft-d18s-twin-beech/nasm_A19761792000,https://en.wikipedia.org/wiki/Beechcraft_Model_18,Dhyey,
Beechcraft,D35 Bonanza,BE35,L1P,1,Piston,LandPlane,Lycoming, GO-435-D1,Regional,4,https://www.globalair.com/aircraft-for-sale/Specifications?specid=452,https://www.globalair.com/aircraft-for-sale/Specifications?specid=452,Dhyey,
Beechcraft,D50 Twin Bonanza,BE50,L2P,2,Piston,LandPlane,�Lycoming,GO-480-C206,Military,5,https://en.wikipedia.org/wiki/Beechcraft_Twin_Bonanza,https://en.wikipedia.org/wiki/Beechcraft_Twin_Bonanza,Dhyey,
Beechcraft,D50E Twin Bonanza,BE50,L2P,2,Piston,LandPlane,Lycoming,GO-480-G2F6,Military,6,https://en.wikipedia.org/wiki/Beechcraft_Twin_Bonanza,"https://planephd.com/wizard/details/100/BEECHCRAFT-D50E-Twin-Bonanza-specifications-performance-operating-cost-valuation#:~:text=Twin%20engine%20piston%20aircraft%20with,6%20passengers%20plus%201%20pilot.",Dhyey,
Beechcraft,D55 Baron,BE55,L2P,2,Piston,LandPlane,Continental,IO-520C,Regional,6,"https://www.globalair.com/aircraft-for-sale/Specifications?specid=451#:~:text=The%20Beechcraft%20Baron%20is%20a,and%20production%20is%20still%20ongoing.&text=In%201968%2C%20the%20Baron%20D55%20was%20priced%20at%20%2473%2C950.","https://www.globalair.com/aircraft-for-sale/Specifications?specid=451#:~:text=The%20Beechcraft%20Baron%20is%20a,and%20production%20is%20still%20ongoing.&text=In%201968%2C%20the%20Baron%20D55%20was%20priced%20at%20%2473%2C950.",Dhyey,
Boeing-Stearman,D75N1,ST75,L1P,1,Piston,LandPlane,Continental,R-670-5,Military,2,https://en.wikipedia.org/wiki/Boeing-Stearman_Model_75,https://en.wikipedia.org/wiki/Boeing-Stearman_Model_75,Dhyey,
Beechcraft,D95A Travel Air,BE95,L2P,2,Piston,LandPlane,Lycoming,IO-360,Regional,4,http://www.zoneaviation.com/our-services/aircraft-rental/beechcraft-d95a-travel-air/,https://en.wikipedia.org/wiki/Beechcraft_Travel_Air,Dhyey,
McDonnell Douglas,DC-10-30,DC10,L3J,3,Jet,LandPlane,General Electric,CF6-50A; CF6-50C; CF6-50CA;CF6-50C1; CF6-50C2; CF6-50C2B;CF6-50C2-R,Wide,399,https://en.wikipedia.org/wiki/McDonnell_Douglas_DC-10,https://en.wikipedia.org/wiki/McDonnell_Douglas_DC-10,Dhyey,
McDonnell Douglas,DC-10-30F,DC10,L3J,3,Jet,LandPlane,General Electric,CF6-50A; CF6-50C; CF6-50CA;CF6-50C1; CF6-50C2; CF6-50C2B;CF6-50C2-R,Wide,399,https://rgl.faa.gov/Regulatory_and_Guidance_Library/rgMakeModel.nsf/0/2cf3306625f6fd1586258281006f6d29/$FILE/A22WE_Rev_13.pdf,https://en.wikipedia.org/wiki/McDonnell_Douglas_DC-10,Dhyey,
